brand,name,old_price,old_price_cents,new_price,new_price_cents,reviews_rating_number,reviews_amount
FERRACINI,Sapatênis Masculino Em Couro Urbano Ferracini,349,90,239,99,4.8,(128)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
,Tenis Masculino Da Polo Varias Cores Exclusivo Lançamento ,78,90,71,01,4.5,(5114)
,Tênis Vizzano Feminino Branco Casual Confortavel Dia A Dia,168,74,129,99,4.9,(338)
POLOFRAN,Kit 2 Pares Tênis Polo Fran Sapato Masculino Carteira Cinto,115,11,11,28,3.7,(173)
POLOFRAN,Kit 3 Pares Tênis Polofran Masculino Casual Slipon Sapatenis,78,90,69,43,,
FXB,Tênis Feminino Casual Sapatênis Original Confortável Leve ,83,02,8,14,4.7,(147)
UNDER ARMOUR,Under Armour Charged Slight 3 Masculino Preto Adultos,359,90,323,91,,
THUNDER,Sneaker Polo Tênis Thunder Confort Kit Sapatenis Relógio,184,90,30,82,,
,Tênis V-mx Plus Refletivo Unissex Esportivo Lançamento,199,90,33,32,4.4,(19)
OLYMPIKUS,Olympikus Only 2 Masculino Adultos,199,99,162,88,4.7,(4754)
ADIDAS,adidas Grand Court Base 2.0 Feminino Adultos,299,99,259,99,4.9,(285)
MODARE,Tenis Feminino Modare Ultraconforto Gel Tech Casual Macio,78,90,7,73,4.8,(478)
,Tênis Masculino Hs Noox Confortável Leve Dia A Dia Até O 49,115,31,38,44,4.7,(46)
VILI,Tênis Feminino Para Caminhada Vili,99,90,9,79,4.7,(931)
SKECHERS,Tênis Masculino Go Run Elevate Skechers *oferta*,323,82,295,99,4.7,(85)
VIA MARTE,Tênis Via Marte Feminino Casual Básico Confortável Original,149,99,134,99,4.8,(86)
WILSON,Tênis Wilson Slice 3.0 Clay P/ Jogar Tênis Clay (saibro),349,90,244,93,,
MOLECA,Tênis Moleca Slip On Casual,119,90,79,99,4.4,(8)
VIZZANO,Tênis Feminino Casual Conforto Vizzano,189,99,134,89,4.8,(357)
FILA,Tênis Fila Masculino Progress Lite Original,299,99,234,09,4.8,(72)
OLYMPIKUS,Olympikus Casual Jogging 101 Masculino Adultos 43440197-1-030,199,99,148,99,4.6,(1828)
FIVE STARS,Tenis Sapatilha Feminina Nautica Hibrida Esportes Aquaticos-,78,60,69,95,4.8,(147)
PS,Tênis Samba Retrô Feminino Moda Casual Tendência Lançamento,79,99,26,66,4.0,(3)
OLYMPIKUS,Tênis Casual Feminino Versa Arenito Lunar Olympikus Novo,259,99,127,99,4.9,(51)
OLYMPIKUS,Tênis Olympikus Ultraleve 130g Feminino Marinho Original,279,99,183,56,5.0,(17)
REDLEY,Tênis Sapato Redley Sumer Original ,159,85,15,67,4.5,(44)
PLUMAX,Tênis Original Masculino Escolar Oferta ,109,90,97,81,4.6,(62)
DEMOCRATA,Sapatenis Casual Couro Legitimo Democrata Block Branco Denim,374,99,299,99,4.8,(49)
LUZ DA LUA,Tênis Feminino Luz Da Lua Couro Casual 60230011,399,90,39,99,,
CONVERSE,Tênis All Star Cano Alto 25/43 Botinha - *oferta*,147,98,14,51,4.6,(60)
,Kit 3 Pares Sapatenis Casual Esportivo Elastico Confortavel ,229,90,190,81,4.5,(72)
,Kit Tenis Masculino Sport Fino Couro Ecologico + Relogio Top,139,99,13,72,,
VIZZANO,Tenis Feminino Casual Chunky Brilho Vizzano Original,169,90,95,14,5.0,(46)
DEMOCRATA,Democrata Tênis Denim Jake Preto Cadarço,299,90,33,32,4.8,(111)
,Tenis Casual E Mocassim Dockside Loafer Sola Alta Oversize,157,90,31,58,4.7,(10)
SKECHERS,Tênis Skechers Go Walk Max Masculino Caminhada Original+nf,279,90,174,30,5.0,(6)
SANTA LOLLA,Tênis Slip On Feminino Santa Lolla Suede Nude E Preto - 01ac,179,90,126,50,4.6,(531)
MODARE,Tênis Casual Feminino Slip On Gel Tech Modare,149,90,102,99,4.9,(56)
KOLOSH,Tenis Feminino Casual Moda Conforto Macio Sapato Original,217,99,189,65,4.8,(789)
OLYMPIKUS,Tênis Esportivo Feminino Purpura Solado Eleva + Olympikus,259,99,139,99,5.0,(1)
SANTA LOLLA,Tênis Floater Cadarço Preto Santa Lolla,189,90,161,41,4.8,(4)
OLYMPIKUS,Tênis Feminino Olympikus Apolis Original Leve E Confortável,205,90,195,60,4.7,(29)
SANTA LOLLA,Tênis Slip On Suede Sola Alta Santa Lolla,159,90,31,98,4.6,(55)
DM DAMANDO,Kit Tenis Masculino Couro Sapatenis Masculino Da Moda Brinde,145,90,36,48,4.3,(259)
POLO JOY,Tenis Masculino Polo Joy Sapatenis Sapato Tamanhos Grandes,115,31,11,30,4.7,(160)
FILA,Tênis Fila Adr Masculino,329,99,247,49,,
STESSY SHOES,Tênis Feminino Casual Básico Branco Preto Confortável Macio,69,90,6,85,4.5,(11)
FERENZO,Tênis Feminino Casual Clássico Preto Ferenzo Macia Confort,74,90,64,41,4.6,(121)
ADIDAS,adidas Grand Court Base 2.0 Feminino Adultos,299,99,259,99,4.9,(285)
LAURUS,Tênis Casual Unissex Sapatênis Confortável Branco Preto,139,30,97,43,4.0,(4)
,Sapatênis Tênis Slip-on Masculino Bardone Calce Fácil,139,90,107,91,4.7,(2231)
,Tênis Feminino Polo Ultrabone Caminhada Academia + Relógio,121,39,77,90,4.6,(9325)
,Tênis Feminino Calce Fácil Sem Cadarço Confortável Caminhada,67,90,59,75,4.5,(332)
PUMA,Tênis Feminino Karmen L Bdp Puma *oferta*,479,90,267,99,4.4,(95)
OLYMPIKUS,Tenis Olympikus Fitness Day Adulto Feminino,249,75,186,31,4.8,(100)
FILA,Tênis Fila Street Fit 2 Masculino Branco Dom,329,17,32,,4.7,(17)
VIZZANO,Tênis Vizzano Casual Feminino Confortável White Camurção,149,90,14,70,4.5,(53)
ASCENSION,Tênis Ortopédico Masculino Feminino Asc Original Calce Fácil,99,42,33,14,4.7,(276)
PUMA,Puma Caven 2.0 Bdp Masculino Adultos 396330,399,90,325,50,4.8,(560)
NIKE,Tênis Nike Revolution 7 Feminino,399,99,319,99,4.7,(781)
STREET WALKER,Tênis Corrida Academia Esportivo Esporte Masculino Caminhada,77,30,69,79,4.6,(15)
,Tênis De Couro Legítimo Casual Aumenta Altura Preto,210,60,180,10,4.0,(2)
SANTA LOLLA,Slip On Santa Lolla Na Cor Pele Branco - 01ac,179,90,114,,4.5,(131)
,Tênis Infantil Feminino Calce Fácil Super Leve Lilás/tie Dye,78,90,67,06,4.9,(20)
LORENZZO LOPEZ,Tenis Masculino Caminha E Academia Super Leve Na Promoção,39,90,3,91,4.5,(90)
OAKLEY,Kit 3 Tênis Oakley Masculino Bravo 2.0 Confortável Academia,339,99,34,,,
VIZZANO,Tênis Feminino Casual Vizzano,141,72,106,29,4.7,(332)
,Tenis Sapatenis Masculino Sapato Polo Way Casual Envio Ja ,78,90,7,73,4.6,(1190)
MODARE,Tenis Feminino Modare Ultraconforto Gel Tech Casual Macio,78,90,7,73,4.8,(478)
PEGADA,Sapatênis Pegada Masculino Casual Macio Leve Confortável Pgd,192,99,183,34,4.8,(251)
VIA MARTE,Tênis Via Marte V Feminino Casual Lançamento ,199,90,19,60,4.8,(60)
OLYMPIKUS,Tenis Olympikus Feminino Apolis Adulto,219,34,188,39,4.7,(37)
OLYMPIKUS,Tênis Olympikus Fluir Leve Caminhada Treino Corrida Academia,199,90,33,32,4.9,(14)
,Kit 4 Tênis Masculino Sapatênis Estiloso Casual Promoção,199,90,33,32,,
OLYMPIKUS,Tênis Masculino Todo Preto Olimpicos Clic Escola Militar,222,13,31,73,5.0,(1)
MIZUNO,Tênis De Corrida Masculino E Feminino Hawk 5 Mizuno *oferta*,226,03,210,99,4.7,(857)
PUMA,Tênis Puma Jada Bdp Feminino Branco E Rosa Original,494,89,330,81,5.0,(2)
ADIDAS,Chuteira Campo Masculina F50 Club Fxg adidas *oferta*,499,99,307,99,4.8,(26)
,Sapatilha Híbrida Aquática Pesca Neoprene Trilha Bike Praia,53,67,17,,4.6,(366)
CONFIANÇA,Tenis Feminino Casual Original Flatform Plataforma Sola Alta,49,99,45,99,4.6,(31)
CONVERSE,Tênis All Star Plataforma Feminino Original Varias Cores,249,90,31,24,4.6,(159)
STILLUS,Kit 2 Pares Tênis Slip On Feminino Corrente Casual Stillus ,199,90,115,94,3.3,(6)
EVERLAST,Tênis Everlast Treino Crossfit Macio Leve - Feminino,499,99,299,99,,
OLYMPIKUS,Tênis Olympikus Treino Academia Macio Leve - Masculino,199,99,165,99,4.8,(183)
EVOLTENN,Kit 3 Tênis Feminino Unissex Masculino De Corrida Academia,189,90,170,91,4.4,(118)
IZABELA ARAÚJO,Mocatênis Feminino Em Couro Leg. Elástico - Izabela Araújo,131,48,124,90,4.9,(54)
PÉ RELAX,Tênis Ortopedico Feminino Academia Super Leve Confortável,189,90,132,93,,
OLYMPIKUS,Tênis Olympikus Dynamic Preto/veridian,279,99,31,11,,
ES,Tênis Meia Calce Fácil Academia Feminino Treino Confortável,59,90,38,90,4.7,(1554)
CROCS,Tênis Crocs Literide 360 Pacer Black/black,449,70,367,,4.8,(14)
OLYMPIKUS,Olympikus Taurus Masculino Adultos,279,99,155,99,4.8,(537)
,Tênis Casual Leve E Resistente Novo Companheiro Do Dia A Dia,182,90,30,48,,
FILA,Tênis Masculino Fitness Tennis Club Ii Fila Original,499,99,312,99,4.0,(2)
DIX, Tênis Feminino Para Academia Kit 3 Tênis R-4000,189,90,163,31,4.4,(1321)
,Tênis Masculino Preto Esportivo Confortável Para Academia,114,89,11,26,,
LACOSTE,Tenis Original Lacoste Carnaby Pro Feminino Branco+rosa,499,99,364,99,5.0,(5)
,Tenis Feminino Casual Basico Sapatenis Sapatilha Leve ,57,90,43,42,4.5,(99)
,Tênis Feminino Esportivo Academia Treino Confortável Macio,94,97,59,83,4.9,(39)
,Tênis Feminino Olympikus Acqua Preto Confortável Original,214,49,193,04,4.6,(12)
MODARE,Tênis Feminino Ortopédico Modare Massageador Casual Branco,119,99,113,99,4.8,(242)
GIGIL,Tênis Branco Feminino Básico Detalhe Lateral Original Gigil,65,99,6,47,4.6,(16)
VANS,Tênis Vans Vr3 Ultrarange Marshmallow - Masculino E Feminino,399,52,191,92,4.5,(10)
MOLECA,Tênis Feminino Moleca Original Confortável Casual Oficial,49,90,4,89,,
ADIDAS,adidas Lite Racer CLN 2.0 Masculino Adultos,299,99,33,33,4.9,(91)
OLYMPIKUS,Olympikus Casual Mantra Feminino Adultos,114,90,38,30,4.6,(1575)
,Tenis Masculino Da Polo Varias Cores Exclusivo Lançamento ,78,90,71,01,4.5,(5114)
OLYMPIKUS,Olympikus Only 2 Masculino Adultos,199,99,162,88,4.7,(4754)
FILA,Fila Recovery Masculino Adultos,289,90,28,35,4.7,(1951)
ECOSAFETY,Sapatênis Urbano Em Couro Unissex Com C.a | Ub-360,217,90,31,13,4.6,(63)
OLYMPIKUS,Olympikus Casual Mantra Feminino Adultos,114,90,38,30,4.6,(1575)
,Tênis Esportivo Ds Boost Super Leve E Confortável Corrida Ar,69,90,23,30,4.3,(46)
DB,Tênis Masculino Casual Conforto Macio Festa Lazer Eventos,90,,30,,,
MODARE,Tênis Feminino Modare Ortopédico Esporão Ultra Conforto Nude,229,99,22,55,,
,Tênis Olympikus Mescla Esportivo Caminhada Academia Original,229,99,190,89,5.0,(6)
LAURUS,Tênis Casual Unissex Sapatênis Confortável Branco Preto,139,30,97,43,4.0,(4)
ADIDAS,adidas Grand Court Base 2.0 Feminino Adultos,299,99,259,99,4.9,(285)
MODARE,Tenis Feminino Modare Ultraconforto Gel Tech Casual Macio,78,90,7,73,4.8,(478)
WILSON,Tênis Wilson Slice 3.0 Clay Court Tennis Saibro Masculino,267,90,26,20,5.0,(4)
,Sapatênis Polo White Tênis Casual Polo White Original Lonado,118,88,93,91,4.6,(123)
POLO,Sapato Feminino Tenis Polo Treino Ortopédico Esporão Facite,78,90,74,16,4.6,(141)
POLO BLU,Tenis Sapatenis Masculino Cano Alto Bota Super Barato,83,99,69,90,4.0,(284)
MONSEG,Tenis Cozinha Hospital Limpeza Antiderrapante Flip Monseg,52,63,5,16,4.6,(31)
OLYMPIKUS,Tênis Olympikus Atmos Feminino Original ,199,99,153,99,4.6,(601)
,Sapatênis Tênis Slip-on Masculino Bardone Calce Fácil,139,90,107,91,4.7,(2231)
VIZZANO,Tênis Feminino Casual Vizzano,141,72,106,29,4.7,(332)
NIKE,Tênis Nike Revolution 7 Feminino,399,99,319,99,4.7,(781)
ULTRABONE,Tênis Feminino Fast Pro Academia Crossfit Training Macio ,137,77,129,50,4.2,(28)
STREET WALKER,Kit Tênis Masculino Sapatenis Casual Jogging + Relógio,89,90,29,97,,
FERRACINI,Sapatênis Casual Ferracini Couro Legítimo Original,349,99,279,99,4.4,(5)
EVOLTENN,Kit 3 Pares Jaguar Evoltenn Masculino Leve Promoção,189,90,170,91,4.6,(1076)
VIZZANO,Tênis Feminino Casual Monocolor Moda Conforto E Estilo,159,88,127,90,4.7,(1126)
EVOLTENN,Tênis Esportivo Masculino Confortável Solado Trançado Leve,78,90,71,01,4.3,(236)
,Tênis Masculino Esportivo Caminhada Academia Corrida - It,78,90,7,73,4.5,(508)
MODARE,Tênis Modare Feminino Padrão Casual,149,90,102,99,4.7,(18)
FILA,Tênis Fila Ride Feminino - Confortável E Antiderrapante,279,90,31,10,,
MIZUNO,Tênis Masculino Mizuno Wave Xt90 Original Couro Envio Ja,459,70,137,42,,
VIA MARTE,Tênis Via Marte Feminino Casual Básico Confortável Original,149,99,119,99,4.8,(227)
REDLEY,Tênis Redley Originals Colors Laranja,169,59,16,63,4.5,(48)
,Sapatênis Tênis Azul Casual Feminino All Colors Star Top,99,99,33,33,,
SKECHERS,Tênis Masculino Go Run Fast Skechers,379,99,317,99,5.0,(3)
MIZUNO,Tênis Masculino Wave Way 4 Mizuno *oferta*,399,99,204,99,4.9,(28)
PLAZA,Kit 2 Pares De Tênis Feminino Academia Esportivo Casual Neo,139,90,13,71,4.4,(1088)
,Tênis Academia Caminhada Esportivo Leve Ortpédico Olimp Orig,78,90,7,73,4.5,(20)
MAJOR,Tênis Esportivo Olimp Major Academia Super Leve Promoção,78,90,7,73,4.6,(34)
ATTITUDE,Tênis Feminino Olimp Caminhada Academia Zumba Casual +brinde,59,96,49,76,4.4,(68)
,Kit Tenis Masculino Esportivo Moderno + Relógio De Brinde,68,90,6,75,5.0,(1)
BEIRA RIO,Tenis Casual  Feminino Original Beira Rio,109,90,10,77,4.7,(687)
ABUZZE,Tênis Abuzze Ruptor Conforto Extremo Original,124,85,31,21,,
,Kit 2 Pares Sapatenis Masculino Iate Alparga Tenis Sapato,78,80,7,73,4.6,(83)
,Tênis Masculino Numeração Especial Até O 48 Hot Sol,115,11,38,37,4.6,(115)
DEMOCRATA,Sapatênis Masculino Democrata Couro Denim City Elástico,319,90,249,88,4.7,(40)
NEW BALANCE,Tenis Feminino New Balance 520 Engineered Mesh Eva - Oficial,470,68,293,55,4.7,(36)
,Tenis Feminino Academia Original Corrida Caminhada Byllbow,119,90,71,94,4.5,(3316)
,Sapatenis Masculino Polo Casual Dia A Dia Novo Preço Bom ,78,98,7,74,4.5,(5601)
RAINHA,Tenis Feminino Slip On Calce Facil Caminhada Confortavel,209,99,125,99,4.8,(4)
OLYMPIKUS,Tênis Olympikus 43752263 Versa Numeração Especial Verde,239,14,34,,,
SANTA LOLLA,Tenis Slip On Lona Santa Lolla,189,90,31,65,5.0,(4)
OLYMPIKUS,Tênis Olympikus Lap Marinho,222,85,31,84,4.9,(59)
MORMAII,Tênis Coturno Bota Mormaii Urban Storm Casual Masculino,149,88,119,90,4.6,(437)
OLYMPIKUS,Tênis Olympikus Citrus Original - Confortável,179,99,165,59,4.7,(101)
CONVERSE,Tenis Converse Chuck Taylor All Star Hi Ck00040001 Infantil,199,90,33,32,4.8,(25)
OLYMPIKUS,Olympikus Treino Volcan Masculino Adultos,199,99,183,99,4.7,(1648)
,"Sapatênis , Leve De  Zíper Super Conforto",94,90,79,90,4.5,(1119)
NEW SPEED,Tênis New Speed Esporte Masculino 100% Original Caminhada,259,91,215,72,4.5,(74)
,Tenis Masculino Da Polo Varias Cores Exclusivo Lançamento ,78,90,71,01,4.5,(5114)
REDLEY,Tênis Sapato Redley Ir10 Originals Sumer Masculino Feminino ,169,89,16,65,4.7,(186)
QBEC,Tenis Sapatenis Masculino Em Couro Social Casual Confortável,99,71,9,,,
BLISS,Tenis Casual Oldskol Feminino Masculino,95,90,59,45,4.7,(145)
POLO JOY,Combo 2 Pares Tenis Masculino Polo Joy Casual Slip On Iate,242,71,151,05,4.7,(28)
CALÇADOS FERRACINI,Tênis Casual Masculino Ferracini *oferta*,349,90,158,99,5.0,(10)
MOLECA,Tênis Básico Casual Feminino Moleca Original Confortável,78,89,56,80,4.8,(26)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
OLYMPIKUS,Olympikus Only 2 Masculino Adultos,199,99,162,88,4.7,(4754)
,Tênis Vizzano Feminino Branco Casual Confortavel Dia A Dia,168,74,129,99,4.9,(338)
,Tenis Feminino Academia Original Corrida Caminhada Barato,69,89,61,50,4.5,(652)
RW,Tênis Ultrarange Rw Confortável Lindo Macio Do 34 Ao 43,119,90,39,97,4.9,(53)
,Sapatilha Aquática Tenis Hibrido Pescaria Cachoeira Neoprene,54,90,5,38,4.7,(151)
,Tênis Tamanhos Especiais 44 Ao 48 Máximo Conforto Qualidade ,105,31,76,87,4.3,(7)
VIZZANO,Tênis Feminino Vizzano Casual Moderno Lançamento Original,149,49,131,55,,
,Kit 3 Tênis Olimp Olymp Feminino Academia Caminhada Barato,219,20,175,18,4.2,(581)
FILA,Fila Recovery Masculino Adultos,289,90,28,35,4.7,(1951)
NIKE,Tênis Nike Revolution 7 Feminino,399,99,319,99,4.7,(781)
MODARE,Tenis Feminino Modare Ultraconforto Gel Tech Casual Macio,78,90,7,73,4.8,(478)
BOTTERO,Tenis Bottero Branco Couro Legítimo Zíper Elástico 364902,269,90,33,74,5.0,(22)
,Tênis Masculino Hs Noox Confortável Caminhada Até O 49,115,31,11,30,4.8,(74)
FILA,Tenis Masculino Fila Acd Classic,379,99,273,59,4.6,(41)
CARDUME,Tenis Cardume Pro + Brinde 1 Chinelo Cardume,183,97,165,57,4.8,(31)
FILA,Tênis Esportivo Feminino Fulltime Fila *oferta*,279,99,180,99,5.0,(2)
BEIRA RIO,Tênis Sapato Feminino Beira Rio Tratorado Confortável Casual,89,90,78,21,5.0,(4)
SIX STREET,Tenis Basquete Six Street Vision - Lançamento Exclusivo,267,85,33,48,4.7,(57)
ADIDAS,Tênis Ultraboost 5 adidas,999,99,100,,5.0,(1)
VIZZANO,Tenis Vizzano Branco Casual Feminino Brilho Plataforma Macio,179,95,125,96,4.3,(8)
POLO PLUS,Kit Tênis Polo Plus Masculino Casual Confortável + Óculos,89,99,30,,,
OLYMPIKUS,Tênis Olympikus Corrida De Rua Preto - Masculino,249,99,216,40,4.6,(11)
RAMARIM,Ramarim Chunky Dad Feminino Adultos,259,60,184,31,4.9,(459)
FILA,Tênis Fila Venture Tracer Masculino 100% Original Verde,429,41,41,,4.7,(3)
SOFT WORKS,Tenis Soft Works Bb80 Sapato Profissional Hospital Clínica,78,90,7,73,5.0,(5)
VILI,Tênis Esportivo Feminino Olimp Caminhada Academia Original,78,80,7,73,4.6,(6488)
,Sapatilha Aquatica  Praia Neoprene Trilha Esportes Nauticos,78,89,64,68,4.8,(190)
OLYMPIKUS,Tênis Esportivo Masc Index 3 Solado Evasense Olympikus 2024,189,99,137,99,5.0,(13)
DK SHOES,Kit 2 Pares Tênis Preto Branco Skate Skatista Casual Unissex,179,55,17,,4.9,(30)
MODARE ULTRACONFORTO,Tenis Modare Ultraconforto Esporão De Calcanho,99,90,33,30,,
RAINHA,Tênis Rainha Drive Unissex Corrida Treino Academia Original,199,99,155,99,4.8,(13)
DEMOCRATA,Democrata Tênis Denim Block Marrom,299,90,33,32,4.9,(40)
OLYMPIKUS,Tênis Feminino P/ Academia E Caminhada Olimpicos Modelo Novo,179,99,152,99,4.7,(293)
,Tenis Olympikus Eros Casual Clássico Unissex Original,199,99,179,99,5.0,(7)
MOLEKINHA,Tenis Infantil Feminino Molekinha Slip On Menina Original,119,99,69,59,4.8,(213)
PEGADA,Sapatênis Pegada Masculino 114858 ,264,99,219,94,4.8,(240)
FILA,Tênis Fila Renno Classic Masculino Original Top,374,99,239,90,4.7,(235)
DC SHOES,Tênis Dc Shoes Anvil Tx Black Black White,269,90,33,74,5.0,(8)
SANTA LOLLA,Tênis Slip On Acamurçado Santa Lolla,139,90,34,98,4.6,(83)
POLO PLUS,Tenis Casual Masculino Polo Plus Numeros Grandes 33-46,98,11,9,62,4.5,(72)
,Tenis Casual Bota Masculino Feminino Cano Alto Nyc Shoes,93,02,9,12,4.6,(178)
VANS,Tênis Vans Old School Knu - Unissex - Todos Os Tamanhos,397,79,159,11,4.0,(1)
ADIDAS,Tênis adidas Run 70 Masculino Casual,399,90,39,99,,
OLYMPIKUS,Tênis Olympikus Corre Max Unissex Corrida,499,99,50,,4.9,(15)
OLYMPIKUS,Tenis Olympikus Adrena Trainer Hypersox Feminino Original,315,25,299,25,4.9,(28)
PUMA,Tênis Feminino Caven 2.0 Wns Bdp Puma,368,41,268,99,4.8,(253)
SCHIARELI,Tenis  Esportivo Leve Confortavel Corrida Academia Original,120,80,106,47,4.8,(15)
OLYMPIKUS,Tênis Olympikus Volcan 2 Caminhada Treino Corrida Academia,189,87,18,61,4.9,(52)
,Tenis Masculino Da Polo Varias Cores Exclusivo Lançamento ,78,90,71,01,4.5,(5114)
,Tênis Vizzano Feminino Branco Casual Confortavel Dia A Dia,168,74,129,99,4.9,(338)
DEMOCRATA,Sapatenis Democrata Masculino Denim City Couro Casual Macio,279,95,31,11,4.8,(82)
VIA MARTE,Tênis Via Marte Retrô Street Casual Feminino Sola Reta,219,90,175,92,4.9,(49)
VIZZANO,Tênis Feminino Vizzano Original Confortável Tendência,139,49,109,10,4.9,(23)
ULTRABONE,Kit 2 Tênis Feminino Caminhada Ultrabone Leve + Relógio,189,90,144,32,4.7,(33)
MOLECA,Tênis Moleca Casual Feminino Básico Cadarço,59,90,5,87,,
VIA MARTE,Tênis Via Marte Feminino Casual Lindo E Confortável Oferta,224,99,161,99,,
OLYMPIKUS,Olympikus Only 2 Masculino Adultos,199,99,162,88,4.7,(4754)
NIKE,Tênis Nike Revolution 7 Feminino,399,99,319,99,4.7,(781)
ADIDAS,adidas Grand Court Base 2.0 Feminino Adultos,299,99,259,99,4.9,(285)
MOLECA,Tênis Casual Napa Leve Confortável Tendência Moleca Original,104,75,77,51,4.7,(273)
ADIDAS,adidas Court Plataforma Feminino Adultos,399,99,249,99,4.7,(531)
HOCKS,Tênis Hocks Skate Pop Lite Petitpoa Preto Branco Original ,339,99,315,49,4.8,(85)
SKECHERS,Tênis Feminino Go Walk Joy Fresh View Skechers *oferta*,348,01,254,99,4.8,(60)
OLYMPIKUS,Olympikus dia a dia Flora Feminino Adultos,129,25,32,,4.8,(1881)
MMK,Sapatilha Hibrida Aquatica Pesca Antiderrapante Tenis Meia,89,99,69,90,4.7,(47)
MODARE,Tenis Feminino Modare Ultraconforto Gel Tech Casual Macio,78,90,7,73,4.8,(478)
,Sapatênis Tênis Slip-on Masculino Bardone Calce Fácil,139,90,107,91,4.7,(2231)
,Tenis Sapatenis Masculino Sapato Polo Way Casual Envio Ja ,78,90,7,73,4.6,(1190)
,Bota Tênis Sapatênis Casual Masculino Com Ziper Crshoes 1457,92,62,30,87,4.5,(64)
POLO PLUS,Tênis Masculino Adulto E Infantil Polo Plus Casual Sapatênis,78,99,7,74,4.6,(441)
OLYMPIKUS,Tênis Olympikus Jogging 100 Unissex Clássico.,229,90,181,62,4.7,(76)
SOFT WORKS,Tenis Profissional Soft Works Bb80 Sapato Hospital Clínica,78,80,7,73,4.7,(29)
TK,Kit 2 Pares Tenis Casual Masculino Preto Calce Facil,94,90,31,63,4.4,(283)
ULTRABONE,Kit 2 Tênis Masculino Caminhada E Leve Ultrabone + Relógio,169,90,144,41,3.6,(11)
,Sapatilha Aquática Unissex Neoprene Antiderrapante Híbrida,53,90,38,80,4.6,(13)
,Kit Tênis Masculino Sapatênis Casual + Relogio E Carteira,149,90,119,92,4.4,(241)
VANS,Tênis Old Skool Tradicional Cano Baixo Black And White Orig,399,96,259,97,4.4,(15)
,Kit Com 2 Pares Sapatenis Feminino Preto Branco Casual Leve,119,90,11,75,4.7,(11)
,Sapatenis Masculino Form's Original Cano Alto E Cano Baixo!!,99,99,74,99,4.5,(170)
,Sapatênis Feminino E Tênis De Couro Mocassins Confortável,159,80,118,25,4.5,(6)
REDLEY,Tênis Redley Original Masculino Masculino Feminino Envio Já.,169,89,16,65,4.7,(84)
USAFLEX,Tênis Usaflex Confortável Ae2208 Feminino,266,56,239,90,4.8,(23)
,Tenis Feminino Academia Original Corrida Caminhada Promoção.,69,90,55,22,4.6,(115)
,Sapatênis Social Moda Masculina Para Trabalho E Passeio,99,90,9,79,,
POLOFRAN,Kit 3 Tênis Polo Fran Sapato Masculino Carteira Relógio ,139,90,13,71,3.9,(2476)
CONVERSE,Tenis Converse All Star Preto/vermelho Ct00010007  Original,259,90,32,49,4.9,(350)
MONSEG,Tenis Iate Monseg Sapato Cozinha Hospital Enfermagem Ca44885,70,49,56,,4.4,(82)
,Tenis Feminino Casual Basico Sapatenis Leve,59,90,44,92,4.4,(556)
MIZUNO,Tênis Mizuno Wave Enforce Tour Cc Vermelho/chumbo Masculino,957,03,95,70,5.0,(4)
ROCKFIT,Tênis De Treino Cross Training Grip 3 - Preto Rock Fit,229,90,32,84,4.9,(14)
FIREZZI,Tênis Rivera Slip On Confortável Dia A Dia,139,85,13,71,4.6,(95)
REDLEY,Tênis Redley Clássico Azul Marinho (originals)unissex Wac-04,219,15,186,25,4.8,(25)
PEGADA,Sapatênis Pegada 170418 Masculino Casual Conforto Oferta,219,90,153,93,4.6,(48)
UNDER ARMOUR,Tênis Masculino E Feminino Pacer *oferta* Under Armour,449,99,226,92,4.7,(418)
OAKLEY,Tenis Oakley Refletivo Botinha Low Half Track Promoçao,249,99,179,99,4.1,(37)
OLYMPIKUS,Tênis Olympikus Lap Preto,222,85,31,84,4.9,(22)
,Tênis Sneaker Masculino Casual Premium Confortavel Promoção,149,90,74,95,,
FILA,Fila Tenis Recovery 51j728x Marinho,399,90,39,99,4.7,(15)
OLYMPIKUS,Tênis Olympikus Estilo 2 Masculino Corrida,299,99,203,99,4.7,(302)
FILA,Tênis Fila Masculino Street Fit Resistênte Confortável,369,80,321,72,4.8,(197)
,Tênis Unissex Sneaker Skate De Luxo Muito Barato!!,279,99,31,11,,
PEGADA,Sapatênis Pegada Elástico Masculino Couro Original Legítimo,337,49,269,99,4.9,(19)
,Kit 2 Pares Tenis Feminino Casual Confortavel Passeio Urbano,254,90,91,76,4.6,(68)
FILA,Tênis Fila Venture Tracer Masculino Macio 100% Original,429,90,42,,5.0,(5)
,Sapatilha Aquática Antiderrapante Tênis Praia Híbrido Cb357,78,90,59,17,4.7,(3801)
ADIDAS,Tênis Feminino Grand Court Base 2.0 Simp adidas *oferta*,345,30,241,99,4.8,(1435)
PUMA,Puma Caven 2.0 Bdp Masculino Adultos 396330,399,90,325,50,4.8,(560)
BULL TERRIER,Tênis Bull Terrier Dragon 3 Masculino Verde Couro Legítimo,339,90,33,24,4.3,(16)
MVP FITNESS,Tênis Mvp Para Crossfit - 3x3 Preto Camuflado,379,05,360,01,4.8,(228)
